Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Statistical Models,,Theory and Practice,,,David Freedman,"Freedman, David",,,,,,Cambridge University Press,,2009/04/27,2009,,,,Mathematics,"This lively and engaging textbook explains the things you have to know in order to read empirical papers in the social and health sciences, as well as the techniques you need to build statistical models of your own. The author, David A. Freedman, explains the basic ideas of association and regression, and takes you through the current models that link these ideas to causality. The focus is on applications of linear models, including generalized least squares and two-stage least squares, with probits and logits for binary variables. The bootstrap is developed as a technique for estimating bias and computing standard errors. Careful attention is paid to the principles of statistical inference. There is background material on study design, bivariate regression, and matrix algebra. To develop technique, there are computer labs with sample computer programs. The book is rich in exercises, most with answers. Target audiences include advanced undergraduates and beginning graduate students in statistics, as well as students and professionals in the social and health sciences. The discussion in the book is organized around published studies, as are many of the exercises. Relevant journal articles are reprinted at the back of the book. Freedman makes a thorough appraisal of the statistical methods in these papers and in a variety of other examples. He illustrates the principles of modeling, and the pitfalls. The discussion shows you how to think about the critical issues - including the connection (or lack of it) between the statistical models and the real phenomena. Features of the book: • authoritative guidance from a well-known author with wide experience in teaching, research, and consulting • careful analysis of statistical issues in substantive applications • no-nonsense, direct style • versatile structure, enabling the text to be used as a text in a course, or read on its own • text that has been thoroughly class-tested at Berkeley • background material on regression and matrix algebra • plenty of exercises, most with solutions • extra material for instructors, including data sets and code for lab projects (available from Cambridge University Press) • many new exercises and examples • reorganized, restructured, and revised chapters to aid teaching and understanding",,,,,,,,,,,442,,,,,,English,,,,,,9780521743853,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 09:31:29.304973959,,,,,,,k0hJ9HpAhnkC,Q,0,,
Statistics is Easy!,,,,,"Dennis Shasha, Manda Wilson","Shasha, Dennis",,,,,,Morgan & Claypool Publishers,,2010/10/01,2010,,,,Mathematics,"Statistics is the activity of inferring results about a population given a sample. Historically, statistics books assume an underlying distribution to the data (typically, the normal distribution) and derive results under that assumption. Unfortunately, in real life, one cannot normally be sure of the underlying distribution. For that reason, this book presents a distribution-independent approach to statistics based on a simple computational counting idea called resampling. This book explains the basic concepts of resampling, then system atically presents the standard statistical measures along with programs (in the language Python) to calculate them using resampling, and finally illustrates the use of the measures and programs in a case study. The text uses junior high school algebra and many examples to explain the concepts. Th e ideal reader has mastered at least elementary mathematics, likes to think procedurally, and is comfortable with computers.Table of Contents: The Basic Idea / Pragmatic Considerations when Using Resampling / Terminology / The Essential Stats / Case Study: New Mexico's 2004 Presidential Ballots / References / Bias Corrected Confidence Intervals / Appendix B",,,,,,,,,,,162,,,,,,English,,,,,,9781608455706,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:30:12.757295966,,,,,,,_vpGfQJ0NwsC,U,0,,
Steal Like an Artist,,10 Things Nobody Told You About Being Creative,,,Austin Kleon,"Kleon, Austin",,,,,,Workman Publishing Company,,2012/02/28,2012,,,,Self-Help,"You don’t need to be a genius, you just need to be yourself. That’s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch with their artistic side. When Mr. Kleon was asked to address college students in upstate New York, he shaped his speech around the ten things he wished someone had told him when he was starting out. The talk went viral, and its author dug deeper into his own ideas to create Steal Like an Artist, the book. The result is inspiring, hip, original, practical, and entertaining. And filled with new truths about creativity: Nothing is original, so embrace influence, collect ideas, and remix and re-imagine to discover your own path. Follow your interests wherever they take you. Stay smart, stay out of debt, and risk being boring—the creative you will need to make room to be wild and daring in your imagination.",,,,,,,,,,,160,,,,,,English,,,,,,9780761169253,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 09:56:22.953752994,,,,,,,mmsgugEACAAJ,R,0,,
Steal Like an Artist,,10 Things Nobody Told You About Being Creative,,,Austin Kleon,"Kleon, Austin",,,,,,Workman Publishing Company,,2012/02/28,2012,,,,Self-Help,"You don’t need to be a genius, you just need to be yourself. That’s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch with their artistic side. When Mr. Kleon was asked to address college students in upstate New York, he shaped his speech around the ten things he wished someone had told him when he was starting out. The talk went viral, and its author dug deeper into his own ideas to create Steal Like an Artist, the book. The result is inspiring, hip, original, practical, and entertaining. And filled with new truths about creativity: Nothing is original, so embrace influence, collect ideas, and remix and re-imagine to discover your own path. Follow your interests wherever they take you. Stay smart, stay out of debt, and risk being boring—the creative you will need to make room to be wild and daring in your imagination.",,,,,,,,,,,160,,,,,,English,,,,,,9780761169253,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:01:49.807311058,,,,,,,mmsgugEACAAJ,R,0,,
Steve Jobs,,,,,"Walter Isaacson, STEVE JOBS","Isaacson, Walter",,,,,,Simon and Schuster,,2011/10/24,2011,,,,Biography & Autobiography,"From the author of the bestselling biographies of Benjamin Franklin and Albert Einstein, this is the exclusive, New York Times bestselling biography of Apple co-founder Steve Jobs.Based on more than forty interviews with Jobs conducted over two years—as well as interviews with more than a hundred family members, friends, adversaries, competitors, and colleagues—Walter Isaacson has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized six industries: personal computers, animated movies, music, phones, tablet computing, and digital publishing.  At a time when America is seeking ways to sustain its innovative edge, and when societies around the world are trying to build digital-age economies, Jobs stands as the ultimate icon of inventiveness and applied imagination. He knew that the best way to create value in the twenty-first century was to connect creativity with technology. He built a company where leaps of the imagination were combined with remarkable feats of engineering.  Although Jobs cooperated with this book, he asked for no control over what was written nor even the right to read it before it was published. He put nothing off-limits. He encouraged the people he knew to speak honestly. And Jobs speaks candidly, sometimes brutally so, about the people he worked with and competed against. His friends, foes, and colleagues provide an unvarnished view of the passions, perfectionism, obsessions, artistry, devilry, and compulsion for control that shaped his approach to business and the innovative products that resulted.  Driven by demons, Jobs could drive those around him to fury and despair. But his personality and products were interrelated, just as Apple’s hardware and software tended to be, as if part of an integrated system. His tale is instructive and cautionary, filled with lessons about innovation, character, leadership, and values.",,,,,,,,,,,630,,,,,,English,,,,,,9781451648539,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 15:36:52.761499047,,,,,,,6e4cDvhrKhgC,F,0,,
Stop Stealing Sheep & Find Out how Type Works,,,,,"Erik Spiekermann, E. M. Ginger","Spiekermann, Erik",,,,,,Adobe Press,,,2003,,,,Computers,"This classic typography book, first published in 1993, is now updated with brand-new typefaces, fonts, and illustrations. Internationally renowned graphic designer Erik Spiekermann explains in everyday terms what typography is and offers design guidance in choosing type for legibility, meaning, and aesthetic appeal. Stop Stealing Sheep and Find Out How Type Works, 2nd Edition guides the reader through all aspects of typography, from the history and mechanics of type, to training the eye to recognize and choose typefaces. Uncover type's roots and placement within society and learn how to use space and layout to improve overall communication. This elegant guide for readers of all levels is revised and updated to discuss the particular design challenges of type on the Internet. Note: This title was originally announced in the October 2000 Pearson Technology Group catalog.",,,,,,,,,,,188,,,,,,English,,,,,,9780201703399,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 20:48:26.989454030,,A,,,,,JW9rbjZe98kC,A,0,,
Story,,"Style, Structure, Substance, and the Principles of Screenwriting",,,Robert McKee,"Mckee, Robert",,,,,,HarperCollins,,1997/11/25,1997,,,,Performing Arts,"Robert McKee's screenwriting workshops have earned him an international reputation for inspiring novices, refining works in progress and putting major screenwriting careers back on track. Quincy Jones, Diane Keaton, Gloria Steinem, Julia Roberts, John Cleese and David Bowie are just a few of his celebrity alumni. Writers, producers, development executives and agents all flock to his lecture series, praising it as a mesmerizing and intense learning experience.  In Story, McKee expands on the concepts he teaches in his $450 seminars (considered a must by industry insiders), providing readers with the most comprehensive, integrated explanation of the craft of writing for the screen. No one better understands how all the elements of a screenplay fit together, and no one is better qualified to explain the ""magic"" of story construction and the relationship between structure and character than Robert McKee.",,,,,,,,,,,480,,,,,,English,,,,,,9780060391683,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:10:26.986809968,,,,,,,TShO0_ANhZAC,S,0,,
Story Driven,,You Don't Need to Compete When You Know Who You Are,,,Bernadette Jiwa,"Jiwa, Bernadette",,,,,,Perceptive Press,,,2018,,,,,"""When you have something to say, you don't need to shout. Bernadette Jiwa helps us learn how to create the change we seek to make in the world.""SETH GODINEvery one of us-regardless of where we were born, how we were brought up, how many setbacks we've endured or privileges we've been afforded-has been conditioned to compete to win. Ironically, the people who create fulfilling lives and careers-the ones we respect, admire and try to emulate-choose an alternative path to success. They have a powerful sense of identity. They don't worry about differentiating themselves from the competition or obsess about telling the right story. They tell the real story instead. Successful organisations and the people who create, build and lead them don't feel the need to compete, because they know who they are and they're not afraid to show us.How about you?What do you stand for?Where are you headed and why?What's been the making of you?What will make your career or company great?You must be able to answer these questions if you want to build a great company, thriving entrepreneurial venture or fulfilling career. Whether you're an individual or you're representing an organisation or a movement, a city or a country, Story Driven gives you a framework to help you consistently articulate, live and lead with your story. This book is about how to stop competing and start succeeding by being who you are, so you can do work you're proud of and create the future you want to see.",,,,,,,,,,,181,,,,,,English,,,,,,9780994432810,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 09:31:29.400089979,,,,,,,BSXlswEACAAJ,Q,0,,
Story Engineering,,,,,Larry Brooks,"Brooks, Larry",,,,,,F+W Media,,2011/02/24,2011,,,,Language Arts & Disciplines,"What makes a good story or a screenplay great? The vast majority of writers begin the storytelling process with only a partial understanding where to begin. Some labor their entire lives without ever learning that successful stories are as dependent upon good engineering as they are artistry. But the truth is, unless you are master of the form, function and criteria of successful storytelling, sitting down and pounding out a first draft without planning is an ineffective way to begin. Story Engineering starts with the criteria and the architecture of storytelling, the engineering and design of a story--and uses it as the basis for narrative. The greatest potential of any story is found in the way six specific aspects of storytelling combine and empower each other on the page. When rendered artfully, they become a sum in excess of their parts. You'll learn to wrap your head around the big pictures of storytelling at a professional level through a new approach that shows how to combine these six core competencies which include:Four elemental competencies of concept, character, theme, and story structure (plot) Two executional competencies of scene construction and writing voice The true magic of storytelling happens when these six core competencies work together in perfect harmony. And the best part? Anyone can do it!",,,,,,,,,,,288,,,,,,English,,,,,,9781582979984,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 16:46:57.562973022,,,,,,,rFQAmQEACAAJ,G,0,,
Story Genius,,How to Use Brain Science to Go Beyond Outlining and Write a Riveting Novel (before You Waste Three Years Writing 327 Pages that Go Nowhere),,,Lisa Cron,"Cron, Lisa",,,,,,Ten Speed Press,,,2016,,,,Language Arts & Disciplines,"Following on the heels of Lisa Cron's breakout first book, Wired for Story, this writing guide reveals how to use cognitive storytelling strategies to build a scene-by-scene blueprint for a riveting story. It's every novelist's greatest fear: pouring their blood, sweat, and tears into writing hundreds of pages only to realize that their story has no sense of urgency, no internal logic, and so is a page one rewrite. The prevailing wisdom in the writing community is that there are just two ways around this problem: pantsing (winging it) and plotting (focusing on the external plot). Story coach Lisa Cron has spent her career discovering why these methods don't work and coming up with a powerful alternative, based on the science behind what our brains are wired to crave in every story we read (and it's not what you think). In Story Genius Cron takes you, step-by-step, through the creation of a novel from the first glimmer of an idea, to a complete multilayered blueprint--including fully realized scenes--that evolves into a first draft with the authority, richness, and command of a riveting sixth or seventh draft.",,,,,,,,,,,280,,,,,,English,,,,,,9781607748892,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:23:13.387547969,,,,,,,Z1umDAAAQBAJ,M,0,,
Storycraft,,The Complete Guide to Writing Narrative Nonfiction,,,Jack Hart,"Hart, Jack",,,,,,University of Chicago Press,,2011/07/15,2011,,,,Reference,"From the work of the New Journalists in the 1960s, to the New Yorker essays of John McPhee, Susan Orlean, Atul Gawande, and a host of others, to blockbuster book-length narratives such as Mary Roach’s Stiff or Erik Larson’s Devil in the White City, narrative nonfiction has come into its own. Yet writers looking for guidance on reporting and writing true stories have had few places to turn for advice. Now in Storycraft, Jack Hart, a former managing editor of the Oregonian who guided several Pulitzer Prize–winning narratives to publication, delivers what will certainly become the definitive guide to the methods and mechanics of crafting narrative nonfiction.  Hart covers what writers in this genre need to know, from understanding story theory and structure, to mastering point of view and such basic elements as scene, action, and character, to drafting, revising, and editing work for publication. Revealing the stories behind the stories, Hart brings readers into the process of developing nonfiction narratives by sharing tips, anecdotes, and recommendations he forged during his decades-long career in journalism. From there, he expands the discussion to other well-known writers to show the broad range of texts, styles, genres, and media to which his advice applies. With examples that draw from magazine essays, book-length nonfiction narratives, documentaries, and radio programs, Storycraft will be an indispensable resource for years to come.",,,,,,,,,,,274,,,,,,English,,,,,,9780226318141,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 19:36:51.268365025,,,,,,,AwMPLwEACAAJ,K,0,,
Storytelling Games,,"Creative Activities for Language, Communication, and Composition Across the Curriculum",,,Doug Lipman,"Lipman, Doug",,,,,,Oryx Press,,,1995,,,,Games,"Of course you want to help students master communication, learn about language, and practice thinking skills--but with storytelling games? Yes you can, and easily, with the expert guidance of professional storyteller and educator Doug Lipman. You will also discover that storytelling games are a fun and exciting way to explore places, periods, and peoples, and even to practice math and science. The author provides step-by-step methods for adapting and using the story games to meet the needs of specific groups. He explains how to teach each game, control your group without decreasing energy, and even how to get reluctant players to contribute.",,,,,,,,,,,169,,,,,,English,,,,,,9780897748483,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 23:47:25.440088987,,,,,,,kBcQAQAAMAAJ,C,0,,
Strategy,,,,,Sir Basil Henry Liddell Hart,"Hart, Sir Basil Henry Liddell",,,,,,Meridian,,,1991,,,,History,"""The most important book by one of the outstanding military authorities of our time.""--Library Journal  Strategy is a seminal work of military history and theory, and a perfect companion to Sun-tzu's The Art of War and Carl von Clauswitz's On War.  This is the classic book on war as we know it. During his long life, Basil H. Liddell Hart was considered one of the world's foremost military thinkers. In his writing, he stressed movement, flexibility, and surprise. He saw that in most military campaigns, it was vital to take an indirect approach. Rather than attacking the enemy head-on, one must dislocate their psychological and physical balance. With key examples from World War I and World War II (think trench warfare vs Blitzkreig), Liddell Hart defines the practical principles of waging war--""Adjust your end to your means,"" ""Take a line of operation which offers alternate objectives""--and proves they are as fundamental in the worlds of politics and business as they are in warfare.",,,,,,,,,,,426,,,,,,English,,,,,,9780452010710,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 22:44:13.450119972,,,,,,,pilmQgAACAAJ,N,0,,
Structure & Interpretation of Computer Programs.,,,,,"Harold Abelson, Gerald J Sussman","Abelson, Harold",,,,,,MIT Press Ltd,,,1996,,,,Computer programming,,,,,,,,,,,,683,,,,,,,,,,,,9780070004849,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 09:31:29.340348958,,,,,,,,Q,0,https://covers.openlibrary.org/b/id/8126124-L.jpg,
Structure and Interpretation of Computer Programs,,,,,"Harold Abelson, Gerald Jay Sussman, Julie Sussman","Abelson, Harold",,,,,,"Cambridge, MA",,,1996,,,,Computers,"Structure and Interpretation of Computer Programs has had a dramatic impact on computer science curricula over the past decade. This long-awaited revision contains changes throughout the text. There are new implementations of most of the major programming systems in the book, including the interpreters and compilers, and the authors have incorporated many small changes that reflect their experience teaching the course at MIT since the first edition was published. A new theme has been introduced that emphasizes the central role played by different approaches to dealing with time in computational models: objects with state, concurrent programming, functional programming and lazy evaluation, and nondeterministic programming. There are new example sections on higher-order procedures in graphics and on applications of stream processing in numerical programming, and many new exercises. In addition, all the programs have been reworked to run in any Scheme implementation that adheres to the IEEE standard.",,,,,,,,,,,657,,,,,,English,,,,,,9780262510875,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:38:44.231186985,,,,,,,6QOXQgAACAAJ,W,0,,
Structures or Why things don’t fall down,,,,,J. Gordon,"Gordon, J.",,,,,,Springer Science & Business Media,,2012/12/06,2012,,,,Technology & Engineering,"I am very much aware that it is an act of extreme rashness to attempt to write an elementary book about structures. Indeed it is only when the subject is stripped of its mathematics that one begins to realize how difficult it is to pin down and describe those structural concepts which are often called' elementary'; by which I suppose we mean 'basic' or 'fundamental'. Some of the omis sions and oversimplifications are intentional but no doubt some of them are due to my own brute ignorance and lack of under standing of the subject. Although this volume is more or less a sequel to The New Science of Strong Materials it can be read as an entirely separate book in its own right. For this reason a certain amount of repeti tion has been unavoidable in the earlier chapters. I have to thank a great many people for factual information, suggestions and for stimulating and sometimes heated discussions. Among the living, my colleagues at Reading University have been generous with help, notably Professor W. D. Biggs (Professor of Building Technology), Dr Richard Chaplin, Dr Giorgio Jeronimidis, Dr Julian Vincent and Dr Henry Blyth; Professor Anthony Flew, Professor of Philosophy, made useful suggestions about the last chapter. I am also grateful to Mr John Bartlett, Consultant Neurosurgeon at the Brook Hospital. Professor T. P.",,,,,,,,,,,395,,,,,,English,,,,,,9781461590743,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 17:07:47.557173967,,,,,,,2VfTBwAAQBAJ,H,0,,
Subliminal,,How Your Unconscious Mind Rules Your Behavior,,,Leonard Mlodinow,"Mlodinow, Leonard",,,,,,Pantheon Books,,,2012,,,,Psychology,"Leonard Mlodinow, the best-selling author of The Drunkard's Walk and coauthor of The Grand Design (with Stephen Hawking), gives us a startling and eye-opening examination of how the unconscious mind shapes our experience of the world and how, for instance, we often misperceive our relationships with family, friends, and business associates, misunderstand the reasons for our investment decisions, and misremember important events.  Your preference in politicians, the amount you tip your waiter--all judgments and perceptions reflect the workings of our mind on two levels: the conscious, of which we are aware, and the unconscious, which is hidden from us. The latter has long been the subject of speculation, but over the past two decades researchers have developed remarkable new tools for probing the hidden, or subliminal, workings of the mind. The result of this explosion of research is a new science of the unconscious and a sea change in our understanding of how the subliminal mind affects the way we live.  Employing his trademark wit and lucid, accessible explanations of the most obscure scientific subjects, Leonard Mlodinow takes us on a tour of this research, unraveling the complexities of the subliminal self and increasing our understanding of how the human mind works and how we interact with friends, strangers, spouses, and coworkers. In the process he changes our view of ourselves and the world around us.",,,,,,,,,,,260,,,,,,English,,,,,,9780307378217,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 16:46:57.611269950,,,,,,,l0mVYOHo2S4C,G,0,,
Super Fresh,,"Super Natural, Super Vibrant Vegan Recipes",,,"Jennifer Houston, Ruth Tal","Houston, Jennifer",,,,,,Penguin Canada,,2015/09/15,2015,,,,Nonfiction,"As partners in the award-winning Fresh Restaurants, founder Ruth Tal and chef Jennifer Houston have been using whole, natural ingredients to create craveable and vibrant vegan meals, juices, and smoothies for almost two decades. In Super Fresh, Ruth and Jennifer share over 200 delicious and energizing plant-based recipes that are bursting with natural flavours and pure goodness. We all need food to fuel our bodies, so why not cook with natural ingredients with a high nutritional value?  Inside you'll find brand new creations as well as the often-requested and long-awaited recipes for hugely popular Fresh favourites like the All Star and Ace of Kales salads, BBQ Burger, Picnic Burger, Squash Tacos, and Tiger Bowl. Super Fresh soups include familiar flavours like the Vegan Chicken Noodle, plus exotic and interesting new flavour combinations like the Roasted Cauliflower with Sumac and the African Black Bean with Berbere and Hominy.  Kick your nutrient intake into hyperdrive with Fresh's amazing collection of juices, smoothies, and hand-crafted nut milks. With combinations like the Lucky Charm, Pink Power, Green Candy, Premium Detox, and Every Day Almond Milk, healthy has never tasted so good! Simple and quick to prepare, these recipes will breathe new life into your home cooking. It's easy to eat super fresh every day!",,,,,,,,,,,288,,,,,,English,,,,,,9780143190851,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:54:37.401165962,,,,,,,8jrKrQEACAAJ,X,0,,
Super Fresh,,"Super Natural, Super Vibrant Vegan Recipes",,,"Jennifer Houston, Ruth Tal","Houston, Jennifer",,,,,,Penguin Canada,,2015/09/15,2015,,,,Nonfiction,"As partners in the award-winning Fresh Restaurants, founder Ruth Tal and chef Jennifer Houston have been using whole, natural ingredients to create craveable and vibrant vegan meals, juices, and smoothies for almost two decades. In Super Fresh, Ruth and Jennifer share over 200 delicious and energizing plant-based recipes that are bursting with natural flavours and pure goodness. We all need food to fuel our bodies, so why not cook with natural ingredients with a high nutritional value?  Inside you'll find brand new creations as well as the often-requested and long-awaited recipes for hugely popular Fresh favourites like the All Star and Ace of Kales salads, BBQ Burger, Picnic Burger, Squash Tacos, and Tiger Bowl. Super Fresh soups include familiar flavours like the Vegan Chicken Noodle, plus exotic and interesting new flavour combinations like the Roasted Cauliflower with Sumac and the African Black Bean with Berbere and Hominy.  Kick your nutrient intake into hyperdrive with Fresh's amazing collection of juices, smoothies, and hand-crafted nut milks. With combinations like the Lucky Charm, Pink Power, Green Candy, Premium Detox, and Every Day Almond Milk, healthy has never tasted so good! Simple and quick to prepare, these recipes will breathe new life into your home cooking. It's easy to eat super fresh every day!",,,,,,,,,,,288,,,,,,English,,,,,,9780143190851,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:56:52.323515057,,,,,,,8jrKrQEACAAJ,X,0,,
SuperFractals,,,,,"Michael F. Barnsley, Michael Fielding Barnsley","Barnsley, Michael F.",,,,,,Cambridge University Press,,2006/09/07,2006,,,,Computers,"SuperFractals is the long-awaited successor to Fractals Everywhere, in which the power and beauty of Iterated Function Systems were introduced and applied to producing startling and original images that reflect complex structures found for example in nature. This provoked the question of whether there is a deeper connection between topology, geometry, IFS and codes on the one hand and biology, DNA and protein development on the other. Now, 20 years later, Barnsley brings the story up to date by explaining how IFS have developed in order to address this issue. New ideas such as fractal tops and superIFS are introduced, and the classical deterministic approach is combined with probabilistic ideas to produce new mathematics and algorithms that open a whole theory that could have applications in computer graphics, bioinformatics, economics, signal processing and beyond. For the first time these ideas are explained in book form, and illustrated with breathtaking pictures.",,,,,,,,,,,453,,,,,,English,,,,,,9780521844932,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/07 20:48:26.996469020,,A,,,,,iO0B3xF65SIC,A,0,,
Systems Performance,,Enterprise and the Cloud,,,Brendan Gregg,"Gregg, Brendan",,,,,,Prentice Hall,,,2013,,,,Computers,"Acknowledgments xxxiii About the Author xxxv Chapter 1: Introduction 1 1.1 Systems Performance 1 1.2 Roles 2 1.3 Activities 3 1.4 Perspectives 4 1.5 Performance Is Challenging 4 1.6 Latency 6 1.7 Dynamic Tracing 7 1.8 Cloud Computing 8 1.9 Case Studies 9 Chapter 2: Methodology 15 2.1 Terminology 16 2.2 Models 17 2.3 Concepts 18 2.4 Perspectives 32 2.5 Methodology 35 2.6 Modeling 57 2.7 Capacity Planning 65 2.8 Statistics 69 2.9 Monitoring 74 2.10 Visualizations 76 2.11 Exercises 82 2.12 References 82 Chapter 3: Operating Systems 85 3.1 Terminology 86 3.2 Background 87 3.3 Kernels 105 3.4 Exercises 113 3.5 References 113 Chapter 4: Observability Tools 115 4.1 Tool Types 116 4.2 Observability Sources 120 4.3 DTrace 133 4.4 SystemTap 144 4.5 perf 149 4.6 Observing Observability 150 4.7 Exercises 151 4.8 References 151 Chapter 5: Applications 153 5.1 Application Basics 153 5.2 Application Performance Techniques 158 5.3 Programming Languages 163 5.4 Methodology and Analysis 167 Thread State Analysis 168 5.5 Exercises 186 5.6 References 187 Chapter 6: CPUs 189 6.1 Terminology 190 6.2 Models 191 6.3 Concepts 193 6.4 Architecture 199 6.5 Methodology 214 6.6 Analysis 224 6.7 Experimentation 254 6.8 Tuning 256 6.9 Exercises 260 6.10 References 262 Chapter 7: Memory 265 7.1 Terminology 266 7.2 Concepts 267 7.3 Architecture 272 7.4 Methodology 289 7.5 Analysis 295 7.6 Tuning 314 7.7 Exercises 319 7.8 References 320 Chapter 8: File Systems 323 8.1 Terminology 324 8.2 Models 325 8.3 Concepts 326 8.4 Architecture 337 8.5 Methodology 353 8.6 Analysis 362 8.7 Experimentation 383 8.8 Tuning 387 8.9 Exercises 391 8.10 References 392 Chapter 9: Disks 395 9.1 Terminology 396 9.2 Models 397 9.3 Concepts 399 9.4 Architecture 407 9.5 Methodology 421 9.6 Analysis 431 9.7 Experimentation 465 9.8 Tuning 467 9.9 Exercises 470 9.10 References 471 Chapter 10: Network 473 10.1 Terminology 474 10.2 Models 474 10.3 Concepts 476 10.4 Architecture 483 10.5 Methodology 493 10.6 Analysis 503 10.7 Experimentation 535 10.8 Tuning 536 10.9 Exercises 542 10.10 References 543 Chapter 11: Cloud Computing 545 11.1 Background 546 11.2 OS Virtualization 551 11.3 Hardware Virtualization 563 11.4 Comparisons 581 11.5 Exercises 583 11.6 References 584 Chapter 12: Benchmarking 587 12.1 Background 588 12.2 Benchmarking Types 597 12.3 Methodology 602 12.4 Benchmark Questions 613 12.5 Exercises 614 12.6 References 615 Chapter 13: Case Study 617 13.1 Case Study: The Red Whale 617 13.2 Comments 633 13.3 Additional Information 634 13.4 References 634 Appendix A: USE Method: Linux 637 Physical Resources 637 Software Resources 640 Reference 641 Appendix B: USE Method: Solaris 643 Physical Resources 643 Software Resources 646 References 647 Appendix C: sar Summary 649 Linux 649 Solaris 650 Appendix D: DTrace One-Liners 651 syscall Provider 651 proc Provider 655 profile Provider 655 sched Provider 657 fbt Provider 658 pid Provider 659 io Provider 660 sysinfo Provider 660 vminfo Provider 661 ip Provider 661 tcp provider 662 udp provider 663 Appendix E: DTrace to SystemTap 665 Functionality 665 Terminology 666 Probes 666 Built-in Variables 667 Functions 668 Example 1: Listing syscall Entry Probes 668 Example 2: Summarize read() Returned Size 668 Example 3: Count syscalls by Process Name 670 Example 4: Count syscalls by syscall Name, for Process ID 123 671 Example 5: Count syscalls by syscall Name, for ""Processes 672 Example 6: Trace File open()s with Process Name and Path Name 672 Example 7: Summarize read() Latency for ""mysqld"" Processes 672 Example 8: Trace New Processes with Process Name and Arguments 673 Example 9: Sample Kernel Stacks at 100 Hz 674 References 674 Appendix F: Solutions to Selected Exercises 675 Chapter 2-Methodology 675 Chapter 3-Operating Systems 675 Chapter 6-CPUs 675 Chapter 7-Memory 676 Chapter",,,,,,,,,,,735,,,,,,English,,,,,,9780133390094,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/09 10:38:44.157345056,,,,,,,xQdvAQAAQBAJ,W,0,,
Taken at the Flood,,A Hercule Poirot Mystery,,,Agatha Christie,"Christie, Agatha",,,,,,HarperCollins,,2011/08/30,2011,,,,Fiction,"A few weeks after marrying an attractive widow, Gordon Cloade is tragically killed by a bomb blast in the London blitz. Overnight, the former Mrs. Underhay finds herself in sole possession of the Cloade family fortune.   Shortly afterward, Hercule Poirot receives a visit from the dead man’s sister-in-law who claims she has been warned by “spirits” that Mrs. Underhay’s first husband is still alive. Poirot has his suspicions when he is asked to find a missing person guided only by the spirit world. Yet what mystifies Poirot most is the woman’s true motive for approaching him.…",,,,,,,,,,,288,,,,,,English,,,,,,9780062073846,0,0.000000,,Unread,,,,,,,,0,,,,2019/11/08 17:15:33.064146995,,,,,,,ZEX-XD31D_UC,H,0,,
